7F05DF86	62CB0DF1	1989 1995	
7D6B465E	86274245	2010 2014	
7D6B465E	82E04689	2010 2014	
7D6B465E	7F5AD428	2010 2014	
7D6B465E	7E57D209	2010 2014	
7D6B465E	811B8F8F	2010 2014	
8007A92F	8112872A	2011 2013	
8007A92F	841F0B3A	2011 2013	
8007A92F	72F9A101	2011 2013	
8007A92F	8414035D	2011 2013	
8007A92F	7EB982E9	2011 2013	
8007A92F	7BE0D9BC	2011 2013	
8007A92F	852BBB47	2011 2013	
808F0E41	AC68A9E2	2014 2015	
808F0E41	E4117AC5	2014 2015	
808F0E41	8201FAAB	2014 2016	2014 2015	
808F0E41	84F47618	2014 2014	
808F0E41	84F24FAA	2014 2015	
808F0E41	95BB958E	2014 2016	2014 2015	
808F0E41	8510912C	2014 2016	2014 2014	
1AC28924	752F731A	2014 2016	
1AC28924	10FEC5E4	2014 2016	
1AC28924	0C008DCB	2014 2016	
7F74558D	76E42AF3	2008 2010	2008 2014	
7F74558D	855307E0	2008 2014	
7F74558D	73F50573	2008 2010	2008 2014	
80B331E0	7FC400DE	2015 2016	
80B331E0	72FE52A4	2015 2016	
80B331E0	7F4CA361	2015 2016	
80B331E0	7584134F	2015 2016	
810FB58B	7876F595	2001 2002	2002 2002	
810FB58B	19A76EB3	2001 2007	2002 2006	
810FB58B	05729C1A	2001 2003	
810FB58B	7F7EE74E	1991 2001	
810FB58B	7E8D1FF7	1995 1997	
810FB58B	751D482A	2002 2004	
810FB58B	7E80C4FF	2001 2002	2001 2004	2001 2003	2001 2003	2002 2003	2002 2002	2002 2002	2002 2004	
810FB58B	7F494298	2001 2007	2002 2006	
810FB58B	7E8A2356	1991 1998	
810FB58B	7DA920D7	1995 2006	
810FB58B	82BA84F5	2002 2003	
810FB58B	810FB58B	2001 2002	2001 2003	1995 1995	
810FB58B	801DD6C0	2003 2008	
775802AA	838D8E4E	2002 2002	
775802AA	7F6D4514	2002 2002	
775802AA	1476D145	2002 2002	
7C7EE0D1	849331D8	2012 2014	
7C7EE0D1	7D82F953	2012 2012	
7C7EE0D1	8207A7E0	2012 2014	
7C7EE0D1	793344A3	2014 2016	
7C7EE0D1	790E800C	2012 2014	
806A7EA2	71A3B55E	2013 2016	
806A7EA2	03A8BC0B	2013 2016	
806A7EA2	7C857356	2013 2016	
806A7EA2	69A913DB	2013 2016	
749DD152	78BCADE3	2009 2011	
749DD152	84E13BA5	2009 2010	
749DD152	847A00F0	2009 2010	
749DD152	848BE5EE	2009 2010	
7FF01745	847F1EFA	2008 2014	
7FF01745	771E2668	2008 2011	
7FF01745	85065CF8	2008 2014	
7FF01745	7E7E6FF2	2008 2014	
7FF01745	7D82CA42	2008 2010	2008 2009	
7FF01745	80D58ED8	2008 2010	2008 2010	
7FF01745	8142F80D	2008 2015	
83083ECF	7F336F87	2010 2011	
83083ECF	32A894D8	2010 2011	
83083ECF	8473870B	2010 2011	
83083ECF	8494CC9A	2010 2011	
84BCD0AD	7FFDACD3	2015 2016	
279C3014	789277C2	2011 2013	
279C3014	7CA57A2A	2011 2013	
279C3014	84D9D926	2011 2013	
279C3014	4B0A389A	2011 2013	
2AEBDEEE	7712203C	1986 1989	1988 1989	
2AEBDEEE	84541DB9	1986 1988	
2AEBDEEE	849AB5EB	1986 1988	
2AEBDEEE	2AEBDEEE	1986 1989	1986 1988	1988 1989	
2AEBDEEE	7C664D90	1986 1989	1988 1989	
2AEBDEEE	79176FE2	1986 1989	1988 1989	
79D52A33	7514CDBC	2003 2005	
79D52A33	80D58ED8	2003 2006	
79D52A33	7F1C4B51	2002 2006	
79D52A33	7F072A6C	2003 2010	2003 2008	
79D52A33	7A3BD273	2003 2006	
79D52A33	7A49F117	2003 2004	
79D52A33	82AB4966	2003 2003	
79D52A33	11E26C48	2003 2004	
79D52A33	7CCEBFE2	2003 2004	
79D52A33	809FA685	2002 2006	
4BE69CF3	7BE214F1	1997 1998	
4BE69CF3	811BD9D3	1997 1998	1997 1997	
4BE69CF3	0EA51A1C	1997 2001	
4BE69CF3	7915F15B	1997 1997	
4BE69CF3	795F7D7D	1997 1997	
4BE69CF3	7BE7790A	1997 2000	1997 2001	
4BE69CF3	7E8A2356	1997 1998	1997 1997	
4BE69CF3	82FA9184	1997 1998	
4BE69CF3	7C084385	1997 2001	
39DDE537	0FFA2DBB	2012 2014	
39DDE537	041F62AC	2012 2014	
39DDE537	84C2240F	2012 2014	
39DDE537	3FAAA6C8	2012 2014	
4BEEDBB3	7D3B654A	2006 2008	
4BEEDBB3	0DB5DC57	2006 2008	
4BEEDBB3	850847CB	2006 2009	
4BEEDBB3	7D8022FA	2006 2009	
4BEEDBB3	84E60093	2006 2009	
4BEEDBB3	000C8F7B	2006 2008	
4BEEDBB3	119654C5	2006 2009	
80327A4C	74DDE450	2014 2015	2014 2015	2014 2016	2013 2015	
80327A4C	80327A4C	2013 2014	2013 2014	
80327A4C	7FAAA97F	2013 2014	
80327A4C	7D343B36	2013 2014	
80327A4C	8070463C	2013 2014	2013 2014	
80327A4C	7EF9A66F	2014 2015	2014 2015	2013 2015	
80327A4C	769FFE0B	2014 2015	2014 2015	2013 2015	
80327A4C	7D020684	2014 2016	
80327A4C	75306C2B	2014 2015	2014 2015	2013 2015	
80327A4C	7DA641E1	2014 2016	
80327A4C	7FAB7F4E	2014 2015	2014 2015	2013 2015	
80327A4C	77A57E3A	2014 2016	
7D61CF8B	7A07BE0C	2008 2016	
7D61CF8B	81535721	2015 2016	
7D61CF8B	816A0D5F	2008 2011	
7D61CF8B	7FA685ED	2007 2010	2007 2008	2008 2010	
7D61CF8B	AD9DD7B1	2008 2016	
7D61CF8B	7D7EAEDA	2006 2007	
0BE7F1FA	7D77D3D9	2014 2015	
0BE7F1FA	7E20E79C	2014 2015	
0BE7F1FA	7D2C0FEE	2014 2015	
0BE7F1FA	818E69BB	2014 2015	
0BE7F1FA	862678B7	2014 2015	
0BE7F1FA	7F26C0DA	2014 2016	
0BE7F1FA	849331D8	2014 2015	
0BE7F1FA	7EDB7B49	2014 2016	
0BE7F1FA	81369063	2014 2016	
0BE7F1FA	7A947B97	2014 2015	
79125367	433999DF	2005 2006	2005 2006	
79125367	7DEE0A7F	2005 2009	2005 2009	
79125367	7E57D209	2005 2006	
79125367	7876F595	2005 2006	2005 2006	
79125367	7D0BAAB1	2005 2009	2005 2009	
79125367	1E0967A4	2005 2006	2005 2006	
79125367	8120A027	2005 2006	
80B11491	7BC98FAF	2003 2005	
80B11491	7EE3840C	2003 2010	2003 2007	
80B11491	84E5A65B	2003 2009	
80B11491	7D61CF8B	2003 2010	2003 2007	
80B11491	7FA685ED	2003 2010	
80B11491	7FBB2535	2003 2009	
80B11491	771E2668	2003 2005	
800FD29D	80DED6F8	1988 1988	
800FD29D	82D2450D	1988 1988	
800FD29D	850062F7	1988 1988	
4BFE4EC0	7BE56FE4	1994 1996	1995 2000	
4BFE4EC0	7D3C8517	1995 1998	
4BFE4EC0	145FD00A	1994 1996	1995 2000	
4BFE4EC0	86245235	1995 1995	
4BFE4EC0	506EF718	1994 1996	
4BFE4EC0	767FB405	1995 2006	
4BFE4EC0	849DB317	1995 2006	
4BFE4EC0	7D8AFFF0	1995 1998	
84F220B2	82F436FD	2012 2015	
84F220B2	13EFF67B	2012 2015	
7945B8D1	8557C361	1998 2003	
7945B8D1	85882A08	1999 2000	2002 2000	
7945B8D1	1476D145	1998 2004	2000 2004	
7945B8D1	05729C1A	1998 2000	
7945B8D1	127FB6B8	1998 2003	2000 2003	
7945B8D1	0F972B34	1997 2000	
7945B8D1	863E5395	1997 1997	
7945B8D1	75ED96BD	1998 2011	
7945B8D1	7D3D096F	1997 1998	1998 1998	
7945B8D1	7D91F275	1997 2001	
433999DF	7AEDDF57	2005 2006	2006 2006	2006 2007	
433999DF	7997DF6E	2006 2008	2006 2008	
433999DF	757632F7	2004 2011	
433999DF	7EE4D969	2006 2009	
433999DF	83538503	2006 2008	2006 2008	2006 2008	
433999DF	848BC70D	2006 2009	
847194C2	82791FC8	1977 1979	
847194C2	78FB1D97	1977 1979	
1233D4B9	129EA45D	2000 2004	
1233D4B9	809FA685	2000 2004	
1233D4B9	2B9D8E01	2000 2004	
1233D4B9	7876F595	2000 2006	
1233D4B9	80B96CB2	2000 2004	
1233D4B9	433999DF	2000 2006	
1233D4B9	7E57D209	2000 2006	
1233D4B9	1E0967A4	2000 2006	
84541DB9	79176FE2	1988 1989	
84541DB9	2AEBDEEE	1988 1989	
84541DB9	7C664D90	1988 1989	
84541DB9	7F691C24	1988 1989	
84D6A14F	86378E4E	2014 2015	
84D6A14F	80A12C1C	2014 2015	
84D6A14F	85006BFE	2014 2016	
84D6A14F	7945B8D1	2014 2015	
84D6A14F	7FD570BE	2014 2015	
84D6A14F	80FD26EC	2014 2016	
836F46D1	80DED6F8	1988 1988	
836F46D1	8325667A	1988 1988	
836F46D1	84C612A7	1988 1988	
836F46D1	850062F7	1988 1988	
836F46D1	82854ABE	1988 1988	
836F46D1	7FE7DAE1	1988 1988	
836F46D1	7F031785	1988 1988	
836F46D1	82D2450D	1988 1988	
836F46D1	43AE89E0	1988 1988	1988 1988	1988 1988	
836F46D1	7A71DBCD	1988 1988	
836F46D1	7CF96372	1988 1988	
08380A3F	811B8F8F	2011 2014	
08380A3F	85722688	2011 2012	
08380A3F	7D52D04A	2011 2012	
08380A3F	7FC400DE	2011 2012	
08380A3F	7B26B458	2011 2013	
08380A3F	7E7717D9	2015 2016	
78BB16A7	6D89DEC4	1997 1999	
78BB16A7	7FD27A36	1997 2002	
78BB16A7	7D53EC7A	1997 2014	
78BB16A7	799EFB29	1997 2003	1997 2003	1997 1998	1997 2000	
78BB16A7	061F8759	1997 1999	
78BB16A7	270A0B2A	1997 2013	
78BB16A7	830E1FAC	1997 2009	
78BB16A7	7E19205B	1997 2003	
78BB16A7	10926C15	1997 2013	
806738F5	84D6A14F	2014 2014	
806738F5	7EF6BF48	2014 2015	2012 2014	2012 2014	2014 2014	
806738F5	77EF2D57	2014 2013	
806738F5	51D985F7	2005 2014	
806738F5	8173ABB6	2012 2013	
806738F5	7A838B21	2014 2013	
806738F5	847EEDCC	2007 2014	
806738F5	8082C82D	2012 2015	
806738F5	80A84EBE	2014 2014	
806738F5	29AF08FF	2013 2014	
806738F5	834F5CFD	2014 2015	
806738F5	84B865DB	2005 2014	
80C892BC	77765DEF	2004 2006	2004 2007	2004 2007	
80C892BC	80105417	2004 2005	2004 2004	
80C892BC	10EBC610	2004 2006	2004 2007	2004 2007	
80C892BC	84BAA677	2004 2010	
80C892BC	75923E7F	2004 2010	2004 2008	
80C892BC	6C1BF3B2	2004 2010	
80C892BC	09EFBC10	2004 2007	2004 2007	
80C892BC	1BE6B688	2004 2007	
80C892BC	7F1C4B51	2004 2006	
80C892BC	7F3CA7E9	2004 2008	
80C892BC	7AA7C506	2004 2005	
80C892BC	7D72A54A	2004 2005	
80C892BC	2978E5F9	2004 2005	
80C892BC	08533FEB	2004 2008	
80C892BC	84F52CB1	2004 2009	
85098978	8FD7C5BA	2001 2005	
7FF0D8A5	7FFAFB3A	2004 2011	
7FF0D8A5	84EF0817	2007 2007	
7FF0D8A5	849B8B76	2007 2007	
7FF0D8A5	863BE137	2007 2009	
7FF0D8A5	7C8AFAED	2007 2010	
7FF0D8A5	8563028D	2004 2011	
7719CE43	81413473	1990 1990	
7719CE43	851A6030	1990 1990	
7F6D11C1	800DEA94	2006 2012	
7F6D11C1	840356CD	2006 2006	
7F6D11C1	84B5FCB2	2006 2012	
7F6D11C1	7ED99359	2006 2006	
7F6D11C1	826981CF	2006 2006	
7F6D11C1	84E36323	2006 2012	
7F6D11C1	7CCEBFE2	2006 2006	
862CD88B	7830534A	1987 1998	
862CD88B	7DAE2CD6	1987 2007	
862CD88B	7836F946	1987 2001	
862CD88B	805BC96F	1987 2001	
862CD88B	7945B8D1	1987 1998	
862CD88B	5F653421	1987 1998	
862CD88B	2AAF52EA	1987 1997	
862CD88B	1058E945	1987 2001	1987 2003	
84D0B555	8068D0EB	2008 2009	
84D0B555	7FC400DE	2008 2012	
84D0B555	0180DBC7	2008 2012	
84D0B555	7DD53324	2008 2012	
84D0B555	7AFF6704	2006 2008	
84D0B555	1042D22A	2008 2010	
84D0B555	7A82A2A3	2008 2009	
84D0B555	77A051F4	2008 2009	
84D0B555	7E8032E5	2008 2011	
7D7A16AC	7D7A16AC	2005 2005	
7D7A16AC	7EB279B4	2005 2015	
7D7A16AC	0864E16A	2005 2015	
7D7A16AC	51D985F7	2005 2015	
7D7A16AC	77221471	2005 2005	
7F5F6524	7D350988	1992 1993	
7F5F6524	7F06FC4B	1992 1993	
85062A6B	847899D8	1979 1983	
85062A6B	84FCC0D8	1979 1983	
8119D74E	861F6844	2014 2015	
8119D74E	0D34AFED	2014 2015	
8119D74E	02CDB597	2000 2013	
8119D74E	80E7C369	2000 2013	
8119D74E	0D36D86E	2014 2015	
8119D74E	78C924CF	2014 2015	
8119D74E	119AB49D	2000 2011	
78B2221B	7A07BE0C	2013 2015	
78B2221B	7E7BFF5E	2013 2015	
78B2221B	7DB16E1E	2013 2015	
78B2221B	80D58ED8	2013 2015	
78B2221B	073BC207	2013 2015	
78B2221B	7CB9C8C0	2013 2015	
22DB84BD	849400CA	1988 1988	
857BF331	857BF331	2012 2012	
857BF331	754BE3F1	2012 2012	
7D782A7B	75CC5A50	2012 2013	
7D782A7B	7DE3BBBF	2012 2013	
7D782A7B	84A95A82	2012 2013	
82A4A48D	0B9370B1	2002 2007	
82A4A48D	7D82F953	2010 2013	
82A4A48D	824FAFD0	2002 2002	
82A4A48D	03B080F4	2010 2013	
82A4A48D	80D58ED8	2010 2010	
82A4A48D	800C9CFB	2002 2008	
82A4A48D	0B56A9C1	2010 2010	2010 2010	2010 2010	
8499727B	013E27EB	2006 2008	
8499727B	813A6EAD	2006 2008	
80811A2F	4864DFAE	1986 1987	1986 1988	
80811A2F	7DD776F1	1986 1987	1986 1988	
7A9A10F1	7D86EAE9	1981 1983	
7A9A10F1	2BC2AB39	1981 1983	
7D5459D0	7EBD27F7	2001 2004	2001 2009	
7D5459D0	7896FC99	2001 2003	
7D5459D0	7F785075	2005 2007	
7D5459D0	7DB6492F	2005 2009	
7D5459D0	7FF65A83	2005 2010	
7D5459D0	7A74561D	2001 2007	
7D5459D0	7E36E24E	2005 2010	
7D5459D0	7B7FE2DC	2001 2002	
7D5459D0	751C8C35	2001 2003	
7D5459D0	771E2668	2001 2002	
7D5459D0	862AB760	2001 2004	
7D5459D0	80152511	2001 2004	
7D5459D0	80D94FB0	2005 2006	
7D5459D0	848E43EA	2001 2010	
7D5459D0	7D06C105	2005 2010	
8460D6F8	80906149	2013 2014	
8460D6F8	812A3DB6	2013 2014	
8460D6F8	7612C482	2013 2014	
7F49730B	8543961C	2003 2010	
7F49730B	5A266B87	2003 2010	
7F49730B	75880AE0	2003 2008	2003 2008	
7F49730B	109FE469	2003 2004	
7F49730B	850847CB	2003 2010	
7F49730B	76E00E29	2003 2008	2003 2008	
7F49730B	7C5C4357	2003 2008	2003 2008	
7F49730B	7CFCBF30	2003 2010	
7F49730B	7876A2F5	2003 2010	
7F49730B	7BF62A7A	2003 2008	2003 2008	
7F49730B	862AB7A4	2003 2008	2003 2008	
7F49730B	156C6C0D	2003 2007	
7F49730B	8507C7AA	2003 2008	2003 2008	
84BF5CAE	7FF677FF	2013 2014	
84BF5CAE	83512D05	2013 2014	
84BF5CAE	8591B911	2013 2014	
84BF5CAE	7D82CA42	2014 2014	
84BF5CAE	8066734A	2013 2014	
84BF5CAE	7FD3CA85	2013 2014	
84BF5CAE	7E01406F	2013 2014	
84BF5CAE	7DBBAAC3	2014 2014	
84BF5CAE	82EE5836	2013 2014	
84BF5CAE	7F65F16B	2014 2014	
84AFAEA4	08380A3F	2011 2015	
84AFAEA4	1637892C	2011 2015	
84AFAEA4	77E79099	2011 2015	
84AFAEA4	7D4BABA7	2011 2013	
84AFAEA4	753C6F3A	2011 2015	
84AFAEA4	7F5AD428	2011 2014	
84AFAEA4	7C857356	2011 2014	
84AFAEA4	752C7C61	2011 2013	
84AFAEA4	7E2E3363	2011 2015	
84AFAEA4	4AFA0D2C	2011 2015	
84AFAEA4	7E57D209	2011 2014	
84C48054	81070114	2013 2014	
84C48054	84FE323D	2013 2014	
84C48054	0C008DCB	2013 2014	
84C48054	803939C2	2013 2014	
84C48054	80D58ED8	2013 2014	
84C48054	837FA51A	2013 2014	
84C48054	7EF3C0C4	2013 2014	
84C48054	84FE7434	2013 2014	
84C48054	7E57D209	2013 2014	2013 2014	
7EDD84E0	11017D68	2011 2012	
7EDD84E0	0B90C1E8	2011 2014	
7EDD84E0	84F9E6D8	2011 2014	
7EDD84E0	7EDD84E0	2011 2012	
7EDD84E0	76C0A208	2011 2014	
7EDD84E0	5F653421	2011 2014	
7EDD84E0	7BDD31AF	2011 2014	
7EDD84E0	84720754	2011 2014	
828909BD	0A23C7CA	1991 2002	
828909BD	10A60675	1991 2002	
828909BD	00591EF1	1991 2002	
81457FAD	7CB9C8C0	2010 2011	
81457FAD	84ACF574	2010 2012	
81457FAD	119654C5	2010 2012	
81457FAD	7F60946D	2010 2012	
81457FAD	7E2BBB0A	2010 2012	
81457FAD	80535E7D	2010 2012	
81457FAD	80984AA3	2010 2012	
84CC7948	76165E0C	1977 1988	
84CC7948	251FA169	1977 1977	
84CC7948	7E374851	1977 1988	
84CC7948	86204A1C	1977 1988	
84CC7948	805BC96F	1977 1988	
84CC7948	7C1D5863	1977 1988	
8629325B	7F691C24	1986 1989	1986 1988	
8629325B	2AEBDEEE	1986 1989	1986 1988	
8629325B	849AB5EB	1986 1988	
8629325B	84541DB9	1986 1988	
8629325B	7712203C	1986 1989	
8629325B	7C664D90	1986 1989	
800C9CFB	7E7A2A0F	2005 2009	
800C9CFB	81380647	2005 2005	
800C9CFB	1EB3CBA4	2005 2009	
800C9CFB	77221471	2005 2005	
800C9CFB	81378AB4	2005 2009	
800C9CFB	7D7A16AC	2005 2005	
6C19AD81	81290874	2013 2014	
6C19AD81	6C65335C	2014 2015	2013 2015	
6C19AD81	2BBACD26	2014 2016	
6C19AD81	80F1CE9D	2014 2016	
6C19AD81	847D321D	2014 2015	2013 2015	
6C19AD81	0D02BCA6	2014 2016	
6C19AD81	7DD8A024	2014 2015	2013 2015	
6C19AD81	84BF04DA	2014 2015	2013 2015	
6C19AD81	0CC65178	2013 2014	
6C19AD81	7F5AD428	2014 2015	2013 2015	
6C19AD81	8502A41B	2013 2014	
6C19AD81	7EBF2A9D	2014 2016	
8576A620	84E9DB74	1977 1983	
7D344C98	757632F7	2005 2011	
7D344C98	7FCC0E91	2005 2007	
7D344C98	7F3CA7E9	2005 2008	
7D344C98	804CE85A	2005 2008	
7D344C98	804733F4	2005 2011	
7D344C98	7E1FD51A	2005 2007	
7D344C98	80197B9A	2005 2011	
7D344C98	7E80C4FF	2005 2008	
7D344C98	81256C2A	2005 2007	
7D344C98	7BB46344	2005 2011	
837FA51A	7F643EA2	2014 2014	2014 2014	
837FA51A	7D82CA42	2013 2015	2014 2014	
837FA51A	7D3A963F	2013 2014	2014 2014	
837FA51A	02E80B7E	2014 2016	
837FA51A	848B2C93	2012 2015	
837FA51A	7C857356	2013 2014	2013 2014	2014 2014	2014 2016	2014 2014	
837FA51A	800EBD4E	2014 2016	2014 2016	
837FA51A	00710F54	2013 2015	
81256C2A	79EA6402	2007 2008	
81256C2A	818CB9C1	2007 2008	
81256C2A	7F515782	2007 2011	
81256C2A	82C8855D	2007 2008	
81256C2A	7DF00CE9	2007 2008	
81256C2A	0D54077C	2007 2011	
81256C2A	7C35A7C8	2007 2008	
7CEC6DC7	79F99FAB	2000 2006	
7CEC6DC7	768669A6	2000 2002	2001 2002	
7CEC6DC7	8273983A	2000 2002	2001 2002	
7CEC6DC7	809FA685	2000 2004	
7CEC6DC7	81378AB4	2001 2002	
7CEC6DC7	71D929A5	2001 2004	
7CEC6DC7	7D6D1F3D	2001 2002	
7CEC6DC7	83B7D42F	2001 2004	
7CEC6DC7	8060ED77	2000 2005	2001 2008	
7CEC6DC7	3F17FFDE	2001 2013	
802E234B	85166106	2002 2013	
802E234B	850D788A	2002 2013	
802E234B	829BC7CF	2002 2003	
802E234B	7F93D50C	2002 2004	2002 2004	
802E234B	271BC662	2002 2010	
802E234B	1018B2CF	2002 2006	
802E234B	0416FF72	2002 2002	
802E234B	7A07BE0C	2002 2008	
802E234B	83568E2B	2002 2013	
7E559274	8512829B	1996 1997	
7E559274	784ED974	1996 1997	
7E559274	7C54E31F	1996 2003	
7D03F86A	11DC90DD	2014 2015	
7D03F86A	7E7A7A49	2014 2015	
73E6D643	852CAB71	2011 2013	
73E6D643	812A3DB6	2011 2013	2011 2014	
73E6D643	7612C482	2011 2013	2011 2014	
73E6D643	7A55F609	2011 2013	
73E6D643	80906149	2011 2014	
77FCBBED	7CA57A2A	2011 2013	
77FCBBED	789277C2	2011 2013	
77FCBBED	7AC7A32B	2011 2013	
77FCBBED	84D9D926	2011 2013	
8040CC31	840356CD	2006 2006	
8040CC31	84B5FCB2	2006 2012	
8040CC31	7DB7E03F	2006 2006	
8040CC31	800DEA94	2006 2012	
8040CC31	826981CF	2006 2006	
8040CC31	7ED99359	2006 2006	
8040CC31	8585A32F	2006 2012	
8040CC31	7F54ABB8	2006 2010	
8040CC31	8075880A	2006 2010	
6C1BF3B2	7DAE2CD6	2010 2011	
6C1BF3B2	0E187E96	2010 2011	
6C1BF3B2	7A3EBA62	2010 2011	
7F4A3AA8	7D61CF8B	2004 2010	2004 2007	2004 2008	
7F4A3AA8	7EAEC6F9	2004 2009	
7F4A3AA8	7FB0F6F1	2004 2009	2004 2007	
7F4A3AA8	7EE3840C	2004 2010	2004 2007	2004 2008	
0346F7BE	813A6EAD	2013 2014	
0346F7BE	7DE0E9C5	2009 2010	
0346F7BE	78D45BF5	2009 2011	2009 2010	
0346F7BE	80C4D03D	2013 2015	
0346F7BE	7A5B85D3	2009 2010	
0346F7BE	80B6AFF2	2009 2010	
0346F7BE	82B75D1A	2009 2010	
7EECEF30	7EECEF30	2005 2007	
7EECEF30	84E533D3	2005 2007	
8490B7D3	7ED780B5	2010 2012	
8490B7D3	81212FE4	2010 2012	
8490B7D3	7F60946D	2010 2012	
8490B7D3	7C857356	2010 2011	
8490B7D3	80984AA3	2010 2012	
8490B7D3	77CFADBA	2010 2011	
8490B7D3	119654C5	2010 2012	
8490B7D3	84ACF574	2010 2012	
8490B7D3	7E2BBB0A	2010 2012	
8490B7D3	7CB9C8C0	2010 2011	
8490B7D3	7876F595	2010 2011	
8490B7D3	80535E7D	2010 2012	
7D46E980	783A0D90	2013 2014	
7D46E980	7E79B4E0	2013 2014	
7D46E980	7CF046B2	2013 2014	
7D46E980	84D505C1	2013 2014	
7D46E980	8539F98B	2013 2014	
7D46E980	79908166	2013 2014	
7D46E980	792697AF	2013 2014	
29DEB526	13EFF67B	2012 2015	
29DEB526	84AA0F6B	2012 2015	
12A4F925	76D56B49	2007 2013	
7E6378C2	0261EB40	2014 2015	
7E6378C2	013396E1	2014 2015	
7E6378C2	8491BF8D	2014 2015	
7E6378C2	777CC84D	2014 2015	
7565768F	84B6FD37	2010 2014	
7565768F	7D9D3B77	2010 2013	2010 2012	
7565768F	73F50573	2010 2014	
7565768F	803119D5	2010 2013	
7565768F	8273983A	2010 2014	
7565768F	82C62D6D	2010 2014	
7565768F	08380A3F	2010 2010	
84C671EB	02E1D98B	1993 2001	
84C671EB	85D8F907	1993 2001	
01074096	845076E6	2004 2005	
01074096	7F94EC13	2015 2015	
01074096	7F3CA7E9	2004 2008	
01074096	12A62478	2015 2015	
01074096	7E005DF2	2004 2008	
01074096	804CE85A	2004 2008	
01074096	3F66C6E6	2004 2008	
01074096	7D3CC8F6	2004 2008	
84EEB561	7E613725	2014 2015	
84EEB561	81BBF5DE	2014 2015	
84EEB561	020AD5A1	2014 2015	
84EEB561	7C056608	2014 2015	
805869F0	7DA62D97	2007 2011	
805869F0	7CCEBFE2	2007 2012	2007 2011	
805869F0	746BD009	2007 2011	
805869F0	2CF29FB5	2007 2012	
805869F0	834F5CFD	2007 2012	2007 2011	
805869F0	7BCC564D	2007 2011	
805869F0	7830534A	2007 2009	
805869F0	81212FE4	2007 2011	
805869F0	7FA8E995	2007 2011	
805869F0	1329F41D	2007 2011	
7AFA95D8	7D2C0FEE	2015 2016	
7AFA95D8	800EBD4E	2015 2016	
7AFA95D8	851E0692	2015 2016	
7AFA95D8	7F643EA2	2015 2016	
7AFA95D8	814A5527	2015 2016	
7FACE54D	82A024B7	1998 1999	
7FACE54D	849C2B00	2004 2012	
7FACE54D	7D0A59BB	1981 1987	
7FACE54D	85410A80	1989 1991	
7FACE54D	7AFF6704	1998 2009	
7FACE54D	82E0EA7B	2004 2008	
7FACE54D	7ED0E74E	2004 2012	1998 2001	
7FACE54D	7D91F275	1998 2001	
7FACE54D	7BDD31AF	1998 1999	
7FACE54D	80F02AB8	2004 2008	2004 2004	
7FACE54D	1273688C	1989 1991	
7FACE54D	7E80C4FF	1998 2009	
7FACE54D	7D741639	2004 2008	
7D68A3E5	7E6F10AF	2004 2012	
7D68A3E5	0705805F	2004 2008	
7D68A3E5	830E1FA5	2004 2008	
7D68A3E5	830A0EB0	2004 2012	
7D68A3E5	80F02AB8	2004 2008	2004 2004	
0D695920	80AFBC1C	2002 2006	
0D695920	496439EB	2002 2008	2002 2004	
0D695920	7D40349F	2002 2007	
0D695920	826981CF	2002 2004	
0D695920	82C37D47	2002 2007	
0D695920	7691B66E	2002 2003	
0D695920	7DEE62ED	2002 2006	
0D695920	7C857356	2002 2005	
83999CD8	76230F36	2014 2016	
83999CD8	86324E27	2014 2014	
83999CD8	862678B7	2014 2014	
83999CD8	7FE09953	2014 2016	
83999CD8	8145EC87	2014 2016	
83999CD8	03A8BC0B	2014 2016	
83999CD8	69A913DB	2014 2016	
83999CD8	79886263	2014 2014	
83999CD8	837FA51A	2014 2014	
83999CD8	7E57D209	2014 2014	
83999CD8	7E931605	2014 2016	
84AAA235	84AAA235	2014 2014	
84AAA235	8513D3A5	2014 2014	
849AB5EB	7F691C24	1988 1989	
849AB5EB	79176FE2	1988 1989	
849AB5EB	2AEBDEEE	1988 1989	
849AB5EB	7C664D90	1988 1989	
766E5875	802B072C	2010 2011	
766E5875	7FC3F264	2010 2011	
75515FC9	5F653421	1999 2003	1999 2007	
75515FC9	7E054330	1999 2003	1999 2007	
75515FC9	802A1369	1999 2003	1999 2007	
7D8A194F	75306C2B	2014 2014	
7D8A194F	7EF9A66F	2014 2014	
83665D36	850D631A	2000 2002	
83665D36	7D6783CA	2000 2004	
83665D36	76C138FF	2000 2004	
83665D36	795F7D7D	2000 2001	
83665D36	83665D36	1997 1999	1999 1999	
77897EDE	77897EDE	2006 2010	2006 2008	
77897EDE	8568694C	2006 2008	
7E19205B	7E4E1011	2003 2015	
7E19205B	7FEB8AC0	2003 2003	
7E19205B	8089F91A	2003 2010	
7E19205B	0EB0B858	2003 2008	
7E19205B	0D02BCA6	2003 2014	
7E19205B	7AA7C506	2003 2005	
7E19205B	80DE4834	2003 2010	
7E19205B	7E7C1F1E	2003 2014	
7E19205B	7E19205B	2003 2003	
7E19205B	7F8DBAAD	2003 2015	
7C31555E	78470629	2003 2005	
7C31555E	835552C1	2003 2007	
7C31555E	119654C5	2003 2006	
7C31555E	7E66D30F	2003 2005	
7C31555E	1018B2CF	2003 2006	
7C31555E	629E0F66	2003 2005	2003 2008	
7C31555E	7F6A6897	2003 2005	
7ADA6CB6	7ADA6CB6	2013 2014	
7ADA6CB6	84584691	2014 2015	
7ADA6CB6	80EFE91B	2014 2015	
