7A2A3AFA	7819DAB5	1999 2004	2004 2005	
7A2A3AFA	80B64BFD	1999 2004	2004 2005	
7E738505	7F556AB4	2013 2013	
7E738505	8136537D	2014 2015	
7F10A820	77178ED9	2012 2015	
8049FF8E	826EF11C	1993 2000	1993 1994	
7B4A535C	7D226DC2	2002 2005	
8624B471	7FFF4228	1998 1998	
05FFC53A	7B6EEEAE	2007 2011	2007 2008	
05FFC53A	7AD55B4F	2007 2008	
04025B48	7550C5C8	1999 2014	
04025B48	490DCAD8	1999 2014	
7D6176FA	7F39294E	2008 2012	2008 2011	
7D6176FA	29E8530F	2008 2012	2008 2011	
7C628BE0	30487C8B	2011 2013	
7C628BE0	805E9DD9	2011 2013	
804000ED	7DBE521C	2006 2007	
804000ED	7E8C1C4D	2006 2007	
0CE71FD2	82EBCD30	2002 2002	2002 2002	2002 2002	2002 2002	
0CE71FD2	482E2065	2002 2002	2002 2002	
807B63E5	7FDA0FC0	1997 1999	1997 1997	1997 1999	
807B63E5	81760D68	1997 1997	
7682C5C6	05C34E8E	2010 2010	
7682C5C6	76C9C51F	2010 2014	
7682C5C6	85B798DD	2010 2014	
86272D19	7AA9F169	1991 1992	
86272D19	034D3568	1991 1993	
86272D19	7D51B978	2005 2008	
7FD1AED3	80DE24CC	2007 2008	
764F64BB	7C267C1C	1997 1998	
7ADC99DA	29E905AA	1999 2002	
7ADC99DA	401C3D11	1999 2003	
7ADC99DA	74157DF7	1999 1999	
7DBE521C	7D7F3D09	2012 2013	
7DBE521C	7E890AA0	2007 2008	
7DBE521C	7FD5DB56	2012 2013	
807C32CD	807C32CD	1992 1993	
7FE5AA74	109350DF	1997 1997	
7FE5AA74	7AAA0F34	1997 1997	
7FE5AA74	7E353776	1997 1997	
80452048	77DC7622	2012 2014	
10E3FCAD	7E43DEAD	2008 2011	
10E3FCAD	7D6C12DF	2011 2013	
10E3FCAD	8546233E	2011 2013	
49F147D3	8625C822	2006 2006	
49F147D3	80F80A68	2006 2006	
49F147D3	809EB9CA	2006 2006	
49F147D3	82C05202	2006 2006	
640D84E6	0907DACF	1998 2000	
640D84E6	401C3D11	1998 1999	
640D84E6	811E5728	1998 1999	
640D84E6	7FE30B73	1998 2000	
EC9CD349	EC9CD349	2015 2015	
EC9CD349	7F72FA4F	2015 2015	
01CA2A3A	7BE4664A	2012 2014	
810B18B8	7D0216CB	1993 1994	
810B18B8	790EE34D	1993 1994	
8276E9FD	7DF5EE6D	1980 1991	
773D6AB9	7EB18FD0	2005 2007	
773D6AB9	7F575097	2005 2009	
061EB7C8	7E1AC4D6	1987 1988	
8479D577	85C76A04	1990 1993	
8479D577	16480956	1991 2002	
7F882D44	7E84347E	2015 2015	
7F882D44	6ED971B4	2015 2015	
7D714623	7F37D27A	2009 2014	
7D714623	8141C73D	2009 2014	
2B15239B	7EB43D7E	2010 2013	
2B15239B	7EECF7D1	2010 2013	
760C48DB	751582EE	2007 2011	
760C48DB	12457399	2007 2011	
760C48DB	862179C2	2007 2011	
7D022607	045CE533	2000 2005	
7D022607	023BEF3E	2000 2002	
7D022607	76F3D01F	2000 2005	
7B6EB73D	18FE25F4	1982 1983	
8152205E	07D1F319	2014 2014	
7F740A55	7E02D727	1992 1993	
807A908A	82CCD12E	2011 2015	
807A908A	292C39AB	2011 2013	
8274D9C4	83779960	2014 2015	
8274D9C4	7F7CAAA4	2014 2015	
8274D9C4	7DB0B22C	2014 2015	
7D1853D9	13A1E7B7	1996 2014	
7D1853D9	7AE8FFFC	2000 2005	
7D1853D9	7D15B51C	1996 1998	
855CE798	855CE798	2014 2014	2014 2014	
777C0155	782C7C4D	2011 2014	
81380647	8036D8DC	1986 1997	
81380647	7A48E88C	1986 1989	
8213BE2F	7EDF1D46	2011 2012	2011 2014	
84B752F1	84522D40	2012 2013	
84B752F1	7DF1801F	2012 2012	
77068212	8315FA91	1992 2004	
77068212	7C51878A	1992 1996	
77068212	4849F640	1992 2004	
84CE030C	0FB0613C	2001 2001	
84CE030C	0056D99D	2001 2001	
84CE030C	78200A39	2001 2001	
853F93FF	782C7C4D	2007 2011	
7FFB7FF5	7FBD3DCF	2010 2012	
7FFB7FF5	80DDD75D	2012 2013	
7FFB7FF5	80BB3F53	2010 2012	
7FFB7FF5	84CB5FF4	2010 2012	
7FFB7FF5	7A2A0E0A	2010 2012	
7F084423	26058297	2011 2012	
7F084423	7D1BB0A7	2011 2014	2012 2014	
7E84CD19	84DF16DC	2013 2015	
7E84CD19	7D1CF0E6	2013 2015	
7E84CD19	7D1D9836	2013 2015	
794F2F00	79A71D31	1990 1998	
7EDC3DBE	8339245D	1986 1989	
7EDC3DBE	7F6B3808	1998 2015	
7EDC3DBE	7D3CC8F6	2002 2008	
800FC5DF	77F0B213	2004 2008	
800FC5DF	7DE44E16	2004 2008	
7C161A68	863B4A7E	2008 2013	
27BD607D	76D934E8	2002 2004	
27BD607D	7DCB0310	2005 2008	
80974F61	80974F61	2013 2015	
80974F61	814C48C4	2013 2015	
803CE7C2	803CE7C2	2012 2012	
803CE7C2	83BBB05B	2012 2012	
803CE7C2	7D78292E	2012 2012	
7EA299EC	7B8932D0	2002 2006	
7EA299EC	2B15239B	2002 2009	2002 2010	
7EA299EC	81343035	2002 2015	
409A658C	85C18FD8	2011 2011	
409A658C	7DAA6D4E	2011 2013	
7BD0FA4A	7FA19D93	2010 2014	
7BD0FA4A	815E102A	2010 2013	
825869EF	82FB3C15	1986 2006	
7FD0E515	73705439	1996 2004	1996 2005	
7FD0E515	7D6D4ECE	1996 2004	1996 2005	
7D25900C	8067ABEF	2006 2008	
7D25900C	8038766F	2006 2007	
80B0B942	811B7F06	2006 2007	
80B0B942	53998EFA	2006 2007	
7CE22BDA	7CE22BDA	1980 1980	
7CE22BDA	80DC7E0C	1980 1983	
7D716336	8027C490	2013 2013	2013 2014	
7D716336	77F4D615	2013 2013	2013 2014	
7D716336	80ACFBAF	2013 2013	2013 2014	
7D716336	7D042DB8	2013 2013	2013 2014	
7D716336	7D716336	2013 2013	
8624FCE3	80B288BE	1998 2015	
8624FCE3	7EC05AE3	1998 2010	
84ECF624	7E05AAF2	2014 2014	
812196E9	4BB000C3	2011 2013	
812196E9	814A17C6	2011 2013	
812196E9	7DA6F7AB	2011 2013	
7A815AE3	50BA9834	1993 1994	1993 1994	
7A815AE3	7EAF246D	1993 1993	
7A815AE3	047779B7	1993 1994	1993 1994	
06AB37D2	81BDDAC7	1990 1991	
06AB37D2	774BA42C	1990 1991	
7CF0292F	80851FAA	2011 2013	
7DCC6C5A	7BDD6246	1988 1993	
80787FC6	80787FC6	2013 2014	
80787FC6	79731492	2013 2014	
55A2B3DC	7E82BE51	2008 2012	
55A2B3DC	802D927F	2008 2012	
7F2D2312	7EA89821	2013 2015	
84FA4C2C	80EA58AD	2011 2013	
84FA4C2C	8606C35A	2011 2013	
84FA4C2C	82C357AF	2011 2012	
7EC7D458	85C1B56C	1988 1992	
7EC7D458	14BEEC70	1988 1992	
0055CF35	41BFDB48	2000 2004	
11322B98	0907DACF	1998 2000	
7724EB26	77763619	1999 2002	
7724EB26	80B013FB	1999 2005	
63852F5A	86364915	2009 2011	
63852F5A	0904A156	2009 2011	
63852F5A	7EAC7F32	2009 2011	
7E71C7C8	80A6D28B	2011 2013	
7E71C7C8	852CAB71	2011 2014	
7DB6FAD5	540B4358	1998 2002	
7F7F9008	802D5514	1992 1994	
7F7F9008	85CB7C53	1992 1993	
7F7F9008	7F74F088	1992 1994	
006CACBF	7DA7AEF6	2006 2007	
006CACBF	006CACBF	2006 2007	
1325082F	7DA9E514	2001 2001	
1325082F	0056D99D	2001 2001	
1325082F	0FB0613C	2001 2001	
04B55B6C	7591D0ED	1980 1983	
04B55B6C	8108B873	1980 1988	
49DC40EF	77C5E3E9	2002 2007	
49DC40EF	76D36103	2002 2007	
49DC40EF	80902738	2002 2007	
7E39ACF9	7F3F6434	2014 2015	
7D03E1CE	7D885B6A	2007 2008	2007 2010	
7D03E1CE	8098DB1D	2010 2013	
0006F71F	0006F71F	1997 2008	2005 2008	
0006F71F	78068393	1997 2008	2005 2008	
85896756	7EA19B80	2012 2013	
7E60C20C	7DA9E514	2001 2001	
7E60C20C	0056D99D	2001 2001	
7B63A042	311655DC	2004 2011	
7B63A042	7C724F75	2004 2011	
7B63A042	2C0834FC	2004 2011	
788C04C8	7DF1A1C9	2004 2011	
788C04C8	7DBABC4B	1982 1985	
788C04C8	2C0834FC	2004 2011	
77C0E97B	0B8A3B9F	1999 2010	
849509D7	859EE3ED	2012 2013	
849509D7	17C35424	2012 2013	
849509D7	7C4D6350	2012 2013	
8030173A	82822882	2014 2015	
8030173A	7E84CD19	2011 2013	
7F857494	7A31C8E4	1992 2012	
7F857494	76AFB3FA	1992 2012	
8134677C	7FA0BCBC	2011 2015	
8134677C	B3969877	2011 2015	
81387924	667E811A	1992 1994	
77DEE90E	7EBA7A2A	2013 2014	
77DEE90E	7D80A0F8	2013 2014	
77DEE90E	7FB6BC64	2013 2014	
77DEE90E	7FBF2FD1	2013 2014	
7F907925	80DDD75D	2004 2005	
810B4A93	7FA6D958	2007 2008	
810B4A93	863E96CB	2014 2015	
7E5E4F30	8048CD60	2014 2015	
7E5E4F30	77D657D1	2015 2015	
8071E156	05C80196	2015 2015	
8071E156	7DA775AE	2015 2015	
7EDF5F30	7FA8F055	2012 2013	
7EDF5F30	02D2C557	2012 2013	
7EDF5F30	7C16CB32	2012 2013	
7DEAACF5	79EFEC01	1996 1998	
7DEAACF5	7BB3FFE2	1996 1998	
7DEAACF5	81C07812	1996 1998	
7FDCE91A	50BA9834	1992 1994	
7F6D246E	862AD673	2013 2014	2013 2013	
7F6D246E	7FF9664B	2013 2014	2013 2013	
805CA4E9	7CBBA654	2012 2013	
805CA4E9	788C40E3	2012 2013	
21B7FF3B	7FE65996	2005 2008	
21B7FF3B	7FE814F2	2005 2007	
21B7FF3B	7F30D875	2005 2007	
21B7FF3B	7DD890CB	2005 2007	
24D0E6BA	84A72B31	2014 2015	
73BDA922	7CE80E31	1999 2013	
73BDA922	7FEFB779	1996 2004	1999 2004	
73BDA922	0B8A3B9F	1996 2015	
805ADEA7	83B335FF	1998 1998	
7F998EE0	7F2CBB03	2011 2015	2011 2014	2014 2015	
7FBC07D5	7D8CE880	2006 2015	
7FBC07D5	7FD44344	2005 2012	
7FBC07D5	7CFC0758	2005 2012	
7FBC07D5	7F327A66	2005 2012	
7FBC07D5	7FCE1068	2006 2015	
7C43738E	7A11D72F	2006 2014	
9AD1726F	5869B046	2014 2015	
9AD1726F	801E07D4	2014 2015	
0FBD40F7	0FBD40F7	1987 1987	
811A8487	147E24FE	2005 2010	
811A8487	7E583853	2005 2012	
8000EF18	7C1ECAF9	1994 2007	
8000EF18	113FDBFE	1994 2007	
8000EF18	7FA50979	1994 2007	
02DB1CA7	7FCE5B06	1992 1994	
02DB1CA7	7532EDCA	1992 1996	
02DB1CA7	84AC53FB	1992 1993	
7CF28A95	75C19646	2013 2013	2012 2013	2012 2014	
7E7F4D4D	782C7C4D	2010 2010	
7A71C411	77CBF2CF	2014 2015	
7A71C411	7E7853FE	2014 2015	
7E400CF3	7FE436DC	2013 2014	
7E400CF3	7FBD5824	2013 2014	
7E0D7AEE	33BB10FA	1988 1996	
8628E6BA	792D9686	1987 1988	1987 1989	
8628E6BA	0960E06E	1987 1991	
48B5B862	7E2CBDBB	2004 2015	
48B5B862	75671191	2004 2015	
7F37B3B4	7DF0AB05	1988 1994	
7D46DBC3	830AD7AE	1999 2002	1999 2002	
8012C861	07F92FC5	1993 2010	
851D1D02	851D1D02	1991 1993	
851D1D02	862A5F67	1991 1993	
851D1D02	812FF69E	1993 1998	
851D1D02	0466C0EF	1991 1994	
7DBC1129	809790E7	2006 2012	
7DBC1129	7E696572	2006 2007	2006 2009	2006 2007	
8283CEE2	7F225D5C	2007 2008	
07F92FC5	6215F78D	2010 2013	
7ECF1CEA	77E9118B	2010 2010	
7ECF1CEA	7FFAEA32	2010 2010	
810CA0C5	7923B504	1991 1993	
810CA0C5	7ECC136F	1991 1994	
7DB3797C	7B55128A	1997 2001	
7E890AA0	814EC454	2010 2015	
80326580	002FDBBD	2011 2015	
80326580	7F3102CB	2011 2013	
14A17F87	4B777C90	2007 2008	
14A17F87	6FA63B64	2007 2008	
76F23636	7B3C4A89	2007 2008	
76F23636	8225E54B	2007 2008	
7FFA5B0F	7819DAB5	2004 2005	
7FFA5B0F	80B64BFD	2004 2005	
82AD0E9A	803471FC	1998 2005	1998 2004	
82AD0E9A	7D850570	1998 2005	
489A856C	75C583FE	1986 1996	1986 1996	
489A856C	00AE1A29	1986 1996	1986 1996	
489A856C	7A92CFC6	1986 1996	
80F1E8ED	11BBF2A7	2005 2013	
7F599BBC	7D4A2F73	2010 2011	
8225E54B	7E6A9CD2	2007 2008	
8225E54B	7DBB8DD9	2007 2008	
8225E54B	77EFF49E	2007 2008	
8225E54B	8225E54B	2007 2008	
7C619431	7F275504	1984 1994	
83779960	7FFE9B9A	2010 2015	
7FFB607D	7F302FBA	1997 1997	
7F18BBB0	78A6783D	2008 2011	
7F18BBB0	14CCBD42	2011 2015	2008 2015	2008 2011	
07763F15	0CB20E80	1987 1990	
8509D558	77E9118B	2010 2010	
8509D558	7FFAEA32	2010 2010	
7E666FC3	7FB9D4D1	1984 2013	
7AC79252	7EB73E3A	1980 1980	
7AC79252	767B170E	1980 1983	
072C7370	7FB262BE	2002 2003	
8074CAED	7D0E43B9	2012 2013	
7A8BC8AF	80D45A61	2011 2014	
78CF6DDD	8015EAF9	2004 2006	
78CF6DDD	7EC9734C	2004 2005	
78CF6DDD	4B3ECC7F	2004 2006	
814D8939	7E3ECEA8	2011 2015	
7B7EDD6E	8364B68A	1997 1997	1997 1997	
718F9819	7F72985C	1999 2002	
811E5728	7CE80E31	1999 2013	
811E5728	8071E156	2005 2014	
856DAC60	80B6D6F3	1996 2005	
856DAC60	7BC47233	1996 2005	
856DAC60	78F0E64E	1996 2005	
47C4870E	7E187CF5	2014 2015	
751B8032	8283CEE2	2002 2013	
7BF9F2C6	7550C5C8	1996 1997	
727098EA	0FCFF62B	2014 2014	
727098EA	7EACDC1C	2014 2014	
595B5601	829FACCF	1991 1994	
595B5601	7ECCFF26	1991 1996	
80FE05D0	848B99C1	2014 2015	
80FE05D0	7EAC3BFE	2014 2015	
80FE05D0	007BA2C8	2014 2015	
0E8BEDF9	7DA775AE	2015 2015	
0E8BEDF9	8611E813	2015 2015	
0E8BEDF9	85E8B6DF	2015 2015	
7C5E03D0	00119676	2002 2006	
7C5E03D0	0175B328	2002 2005	
83C29F3D	7F6FBCB4	2012 2013	
83C29F3D	7D215F71	2012 2013	
7D52C31D	854470C4	2007 2007	
7D52C31D	803506FA	2007 2008	
8096E0B0	8096E0B0	2011 2011	2006 2007	2012 2013	2007 2011	2007 2014	
8096E0B0	7D53FA22	2002 2005	2002 2004	
8096E0B0	7AE49F43	2008 2012	2006 2012	
8096E0B0	82C84692	1999 2000	
009E62EC	7BB3FFE2	1998 1998	
009E62EC	85064DAF	1998 1998	
009E62EC	77D60AB1	1998 2004	2000 2004	
7D348B54	7FD30AC2	2007 2008	
7590A8CF	7DBC1129	2014 2015	
7590A8CF	8290E5F0	2014 2015	
7F5057F2	706A2938	1996 2002	2000 2002	
7F5057F2	7F797D9B	1996 2007	
7F5057F2	27FEA781	1996 2007	
7D84F9F8	8003D90F	2000 2005	
7D84F9F8	816CD870	2000 2005	
08A7B0D6	7F797D9B	2014 2014	
08A7B0D6	7F07CB7C	2014 2014	
08A7B0D6	073E1894	2014 2015	
08A7B0D6	78068393	2014 2015	
7C9A3FE1	5FF6391E	1998 2002	
7C9A3FE1	7C9A3FE1	1998 1998	
78DCF45B	824E245F	2010 2013	2007 2010	
78DCF45B	7C0B5A2B	2007 2008	
78DCF45B	7A53F2BE	2010 2013	2007 2008	
7C97270D	7860CD6F	1999 2007	
7E9CF064	847DF1B1	2007 2013	
7E9CF064	7E9CF064	2007 2013	
7E9CF064	7F6FBCB4	2012 2013	
7E9CF064	7D215F71	2012 2013	
78F5E97D	7D300469	2010 2015	
78F5E97D	86233499	2010 2015	
7B5432CC	7B5432CC	2014 2014	
7B5432CC	77811DCA	2014 2014	
745AAF29	7FFE6AE0	2008 2014	
7FB9D4D1	48540573	2013 2007	
84219D43	827DA49A	2010 2011	
84219D43	7321E834	2010 2014	
84219D43	120F6237	2010 2014	
7B7E1D59	1D2A14B4	2014 2015	
7B7E1D59	7B7E1D59	2010 2010	2013 2015	
7B7E1D59	863B4BE1	2010 2013	
830C80C5	7A3464F9	2014 2014	
830C80C5	7D468289	2014 2014	
77393DB4	8090B074	2012 2015	
77393DB4	8003D90F	2012 2013	
77393DB4	7FF7733B	2012 2015	
77393DB4	808E74BD	2012 2015	
8082C54E	7EB55B3A	2010 2011	
7D87854E	7E5744A2	2013 2014	
58E86D94	7C724F75	2004 2011	
58E86D94	8014368F	2004 2011	
7D2B5B3E	7E67ADAB	1999 2007	
863B7527	780967CE	2007 2009	
863B7527	7DF195DC	2007 2009	
7DFF5AF8	813D5C43	2013 2014	
7DFF5AF8	460804E8	2014 2015	
7DFF5AF8	7DDDA696	2013 2014	
80808418	216E60E4	1996 1996	
80808418	801B41A2	1996 1996	
7EC8C3C5	82FB3C15	1986 2006	
7EC8C3C5	787FD25B	1986 2006	
82B64D5C	3189C057	2000 2005	
6D504F81	7E82BE51	2011 2015	
7E7C0E80	581DE95E	2013 2015	
7E7C0E80	4B47C466	2013 2014	
7E7C0E80	74B2481D	2013 2015	
7E7C0E80	7DE678A0	2013 2015	
38D1518C	0E251643	1994 1996	1994 1998	
38D1518C	7D134C98	1994 1996	1994 1998	
81185C58	623299A0	1990 1998	
797E64DF	84CC3674	2004 2013	
797E64DF	7D4EB76C	2004 2014	
797E64DF	797E64DF	2004 2005	2004 2005	
7F636819	862D32E2	2006 2008	
7F636819	7EF67BA3	2006 2008	
7F636819	7EB009FE	2006 2008	
7F636819	6F6F3BE8	2006 2014	2006 2012	
42E74B8F	63ACCC72	2015 2014	2015 2014	
42E74B8F	0AFAB6CA	2015 2014	2015 2014	
42E74B8F	32A847D4	2015 2010	
8108B873	6CCB50A9	1987 1990	
117F3212	7FA86F9E	2006 2013	
76D08766	0C643EA1	2005 2011	
7ECCFF26	7EEDF20C	2006 2014	
113D0842	813B87A9	2005 2008	
113D0842	7FA8AC47	2005 2008	
7B6EEEAE	3189C057	2006 2012	
7F36EDE5	0F8D1F0A	1991 1994	
81E31C39	809EB9CA	2006 2006	
7EC184DE	7EA89821	2007 2007	
86381DFF	0EF4B576	1996 2012	
86381DFF	8635D0FC	1996 1999	
822602D8	83F6E3D3	1994 2012	
80B8636D	80B8636D	2015 2015	
5F0A2F86	80EDF8CB	1996 1998	1996 1998	
5F0A2F86	7B3A24F8	1996 1998	
5F0A2F86	7D205597	1996 1998	1996 1998	
0E406FB0	7AD55B4F	2007 2008	
0E406FB0	7D3CC8F6	2007 2008	
811D379B	7798A7E9	1992 1998	
811D379B	7D16F8DE	1992 1996	
811D379B	6FE8CF9A	1992 1996	
86301A60	80E1978D	2006 2010	
7E745D68	80DE24CC	1994 2002	
7E745D68	7F630BCD	1994 2002	
77E6E761	7EC79617	2005 2011	
77E6E761	0994A8F5	2005 2014	
863B4BE1	1D2A14B4	2013 2014	2013 2015	
0C260248	7ED2A7E1	2010 2013	
0C260248	7F277EF2	2010 2011	
0C260248	17CDE1AF	2010 2013	
0C260248	76B50302	2010 2011	2010 2011	
0C260248	7ED6EA24	2010 2013	
7D71F324	7D71F324	1991 1992	
750AD5CC	1B3DAD56	1993 1994	1993 1994	
77DC90FE	77DC90FE	2010 2011	
77DC90FE	85B37812	2010 2011	
77DC90FE	7F667D84	2010 2011	
09B765FA	82D3C513	1996 2011	1996 2011	
09B765FA	7EB43D7E	1996 2011	1996 2011	
09B765FA	7EECF7D1	1996 2011	1996 2011	
7F44050E	81322D53	1982 1990	
8564AAFB	84FA888E	2006 2008	
8564AAFB	2AB952FB	2006 2008	
7EC8FDFF	6C5B8284	2011 2014	
7EC8FDFF	7E2C44DE	2011 2014	
80F62F7C	7FFB607D	2002 2005	
80F62F7C	7D3CC8F6	2002 2008	
80F62F7C	841BADA0	2002 2005	
80F62F7C	7D8E061E	2002 2008	
81AC380E	7577F4DA	1989 1984	
81AC380E	7D125146	1989 1987	
7541A038	7FCC8DB8	1988 1990	
7541A038	84959A96	1988 1990	
7B84ADED	7DCAFB31	2006 2007	2006 2007	
0310238C	7FC58E16	1992 1994	
0310238C	7F680B0B	1992 1994	
76FB3322	126AB624	2002 2005	
76FB3322	6E1C1DE2	2002 2005	
7D8FA7C3	84A24548	1982 1987	
7D8FA7C3	76F0B0A1	1982 1987	
653A0377	7EEC4E39	1999 2005	
7F5E35D8	0C60B20B	2014 2015	
0E72DD69	80B64BFD	1999 2004	
0E72DD69	7A2A3AFA	1999 2004	
4BB0048F	4BB0048F	2012 2013	
7F6651DB	7B6EEEAE	2008 2011	
7F119A13	77AC12B4	1999 2002	
7F119A13	80F62F7C	1999 2002	
7B00A7D0	797EA2AB	2007 2010	
7B00A7D0	7DF1801F	2007 2010	
818F26BE	7DC8E161	2006 2010	
818F26BE	4A7C2D7B	2006 2011	
818F26BE	EF28CF34	2006 2011	
818F26BE	8492F264	2006 2010	
7EA21167	0F8179A6	2007 2011	
842BA32A	0F7527AD	2007 2008	
26C729FA	26C729FA	2014 2014	
26C729FA	860AD9E0	2014 2014	
4A574861	7E49CA51	2006 2008	
4A574861	28BB7B2F	2006 2007	
48F06116	810B9059	1991 2013	
7BDDD9DF	809ACD6B	1988 2007	1988 2006	
7BDDD9DF	8057A62D	1988 1996	
7BDDD9DF	7BC47233	1988 2005	
7BDDD9DF	764C8B24	1988 1998	
7BDDD9DF	7C4C6B52	1988 1998	
7BDDD9DF	7DFE1110	1988 2007	1988 2006	
7ACA6088	7C4236B9	1993 1996	
7ACA6088	82D15C51	1993 1996	
6687EBD1	7FA81D31	2014 2014	
6687EBD1	7500DC70	2014 2014	
034601AC	7D5E89FB	1983 1990	
034601AC	7E16380F	1987 1990	
769AB507	7D51F344	2008 2013	
769AB507	816CD870	2007 2008	2007 2014	
769AB507	7DA89514	2008 2013	
81680D91	7583673F	1997 1998	
81680D91	810A77E1	1997 1998	
81680D91	7EF15ECD	1997 1998	
824C1D0F	81185C58	1990 1994	
824C1D0F	7EEC9333	1990 1994	
292C39AB	756FB499	2013 2015	
292C39AB	0466C0EF	2006 2010	
292C39AB	07926FD2	1996 1997	
13381B5A	81306A4E	1992 1994	1992 1993	
2B839493	0A45DBD9	1994 1996	
2B839493	85C76A04	1994 1999	
8033E553	762578F4	2014 2014	
8033E553	12868123	2014 2014	
053AF322	80FB3887	1999 2014	2002 2013	
7CF4D1C6	7AD55B4F	2007 2008	
7CF4D1C6	769D3C17	2007 2013	
7CF4D1C6	7B6EEEAE	2007 2008	
802B6091	0C1A0CEC	2013 2013	
782C7C4D	7E452E0D	2006 2006	2005 2006	
782C7C4D	7D7D9AAF	2006 2014	
7D2D59A3	045CE533	2000 2005	
2A123C63	11DDE1C4	1987 1995	
7D1A70EF	7E82BE51	2015 2015	2015 2015	
7D1A70EF	7DE5C33B	2015 2015	
7D1A70EF	7682BC83	2015 2015	
7F08F36E	7D8E0929	1998 1998	
7F08F36E	10A3C546	1998 2007	
7B57CBB1	80BB2494	2008 2010	
7D4C4806	7FEEE2DB	2006 2010	
7D4C4806	85AFB140	2006 2010	
804967F1	820471E1	2004 2015	
77D657D1	81692466	2006 2013	
77D657D1	80017618	2006 2013	
7C202B6F	7FD815D8	2002 2010	
7D722BDC	7D3BA682	2011 2014	
158219C6	7B4613A0	2006 2011	
158219C6	73428E1C	2006 2012	
7ADE9810	7723985E	2007 2015	
7ADE9810	80D83C0C	2007 2012	
7D61629E	78A6783D	2006 2010	
7D61629E	21B7FF3B	2004 2005	2004 2005	
7D61629E	480660FC	2004 2010	
7F3F6D6D	827D1D40	2013 2014	2013 2012	2013 2014	
7F3F6D6D	798E76E5	2013 2012	
7F3F6D6D	80A16DB6	2013 2012	
7F3F6D6D	7D1BB0A7	2013 2014	
77ACEBBE	8450BBCA	2010 2014	
77ACEBBE	7A4E5F61	2010 2014	
77ACEBBE	7D90C904	2010 2012	
800836E7	7F78DACA	2014 2015	
800836E7	800836E7	2014 2015	
85E246C5	77F0B213	2004 2008	
85E246C5	7DE44E16	2004 2008	
805E9DD9	80C34522	2011 2013	
805E9DD9	8071E156	2011 2013	
805E9DD9	7C628BE0	2011 2013	
7F88BB86	7D3F4CCF	2005 2007	
7F88BB86	7FFB607D	2005 2006	2005 2006	
7F88BB86	800EDD1D	2010 2013	
7E43DEAD	7D53FA22	2011 2011	
0B832345	813C06D9	2011 2011	
0B832345	7BA407FD	2011 2011	
84A0FED9	7FAFEF9B	2010 2015	
810F6BDF	7D0111E7	2011 2013	
810F6BDF	7ECF1CEA	2011 2013	
581DE95E	80C1CC1B	2012 2015	
581DE95E	7DE678A0	2012 2013	2012 2014	2012 2015	2013 2015	
581DE95E	7922FD2D	2012 2015	
7FBC4F90	7D7912DB	2006 2011	
7FBC4F90	EF28CF34	2006 2011	
7FBC4F90	85D0F4AB	2006 2011	
023BEF3E	7ED2A7E1	1998 2007	2000 2007	
023BEF3E	190CC491	1998 2008	
83EE02D9	8625C988	2011 2012	
7E3C56C7	8290E5F0	2013 2015	
7E3C56C7	84DF16DC	2013 2015	
825CC348	7F7CAAA4	2014 2015	
825CC348	7AF9345C	2014 2015	
825CC348	813CB3DD	2014 2015	
828E3139	133939C8	1994 2008	1994 2010	
828E3139	418DB68B	1994 2008	1994 2010	
828E3139	828E3139	1994 1994	
05800146	2A541283	1986 1990	
788368E8	806F74A8	1984 1990	
7D4FA819	6C2FD19F	2014 2015	
7D4FA819	7FBA6B7C	2014 2015	
7D4FA819	7FE4D148	2014 2015	
7CF327E6	27FEA781	1996 2007	
7CF327E6	785E520D	1996 2002	
7F680B0B	78F7A26C	2012 2013	
80DB9D0D	7682C5C6	2008 2010	
80DB9D0D	760DD6BE	2008 2014	
808985CF	801B41A2	1996 1996	
763ED84C	7BEB83FB	1987 1990	
1229C71E	78200A39	2001 2001	
1229C71E	0FB0613C	2001 2001	
1229C71E	0056D99D	2001 2001	
325D2C85	7C122BC0	2007 2013	
0C1A0CEC	0C1A0CEC	2013 2014	
0C1A0CEC	77E9118B	2010 2010	
7B55128A	7A89E79D	1996 1996	
7B55128A	7B55128A	1996 1996	2007 2008	1996 1996	
7B55128A	7DA07EDC	1996 1996	
7B55128A	7DA9E514	2001 2001	
7B55128A	0FFEB5E1	2001 2002	
828ADEA6	7E45E5A8	1994 1998	
828ADEA6	7FB93359	1994 2007	
24DCE7C1	8058A098	1994 1999	
24DCE7C1	7A985135	1991 2005	1991 2007	
24DCE7C1	0175B328	1991 2006	
80F22B46	12457399	2007 2011	
16B2F3BC	063A61A9	1983 1984	
764C8B24	7D583378	1990 2010	
764C8B24	104EEDCC	1998 2008	
7D102E2B	32A847D4	2014 2015	
7D102E2B	82245AE2	2014 2015	
7D102E2B	757C7FA8	2014 2015	
739C01A7	4A1C278A	2000 2002	
739C01A7	7E917F64	2000 2002	
739C01A7	7E2DE4AC	2000 2002	
81EA8B83	850B6FD6	2013 2014	
7E917F64	7E2DE4AC	2000 2002	2002 2002	
7E917F64	84956BDA	2000 2002	2002 2002	
77DF0BF7	84B57A08	1996 1997	
77DF0BF7	7BBE98DC	1996 1997	
77DF0BF7	62971F08	1996 1997	
77DF0BF7	7A98A429	1996 1997	
7DF51E9B	78FA9022	2011 2012	2007 2012	
86243553	86243553	2006 2006	
86243553	80816A81	2006 2006	
